date,volume
2014-11-20,922082.0
2014-11-21,898859.0
2014-11-22,811212.0
2014-11-23,808416.0
2014-11-24,933701.0
2014-11-25,968434.0
2014-11-26,963326.0
2014-11-27,944600.0
2014-11-28,900651.0
2014-11-29,812168.0
2014-11-30,792684.0
2014-12-01,931555.0
2014-12-02,927635.0
2014-12-03,959898.0
2014-12-04,989000.0
2014-12-05,950607.0
2014-12-06,864951.0
2014-12-07,808067.0
2014-12-08,953621.0
2014-12-09,974707.0
2014-12-10,928859.0
2014-12-11,943461.0
2014-12-12,951654.0
2014-12-13,881968.0
2014-12-14,824309.0
2014-12-15,950086.0
2014-12-16,958562.0
2014-12-17,917743.0
2014-12-18,884557.0
2014-12-19,862463.0
2014-12-20,804946.0
2014-12-21,773118.0
2014-12-22,839326.0
2014-12-23,834809.0
2014-12-24,774921.0
2014-12-25,724218.0
2014-12-26,757132.0
2014-12-27,797418.0
2014-12-28,808311.0
2014-12-29,881714.0
2014-12-30,876422.0
2014-12-31,826198.0
2015-01-01,718758.0
2015-01-02,779727.0
2015-01-03,824617.0
2015-01-04,839582.0
2015-01-05,938874.0
2015-01-06,930848.0
2015-01-07,934746.0
2015-01-08,919567.0
2015-01-09,886904.0
2015-01-10,790710.0
2015-01-11,794186.0
2015-01-12,906282.0
2015-01-13,931934.0
2015-01-14,946707.0
2015-01-15,920479.0
2015-01-16,947683.0
2015-01-17,888454.0
2015-01-18,872509.0
2015-01-19,1002679.0
2015-01-20,1022703.0
2015-01-21,1027391.0
2015-01-22,1019551.0
2015-01-23,984778.0
2015-01-24,860489.0
2015-01-25,842883.0
2015-01-26,934529.0
2015-01-27,961541.0
2015-01-28,929690.0
2015-01-29,974450.0
2015-01-30,964454.0
2015-01-31,864864.0
2015-02-01,848117.0
2015-02-02,1012884.0
2015-02-03,1015016.0
2015-02-04,1002171.0
2015-02-05,1014633.0
2015-02-06,985785.0
2015-02-07,904303.0
2015-02-08,848116.0
2015-02-09,953547.0
2015-02-10,992640.0
2015-02-11,999096.0
2015-02-12,990996.0
2015-02-13,944112.0
2015-02-14,855980.0
2015-02-15,813621.0
2015-02-16,935443.0
2015-02-17,919112.0
2015-02-18,900974.0
2015-02-19,923061.0
2015-02-20,926009.0
2015-02-21,830797.0
2015-02-22,832032.0
2015-02-23,905589.0
2015-02-24,914626.0
2015-02-25,941556.0
2015-02-26,903674.0
2015-02-27,891339.0
2015-02-28,792451.0
2015-03-01,747935.0
2015-03-02,890460.0
2015-03-03,904768.0
2015-03-04,905807.0
2015-03-05,912376.0
2015-03-06,844076.0
2015-03-07,730468.0
2015-03-08,750699.0
2015-03-09,890379.0
2015-03-10,875573.0
2015-03-11,882544.0
2015-03-12,867185.0
2015-03-13,884844.0
2015-03-14,810551.0
2015-03-15,799754.0
2015-03-16,932511.0
2015-03-17,925366.0
2015-03-18,907790.0
2015-03-19,915805.0
2015-03-20,863870.0
2015-03-21,772457.0
2015-03-22,755034.0
2015-03-23,867954.0
2015-03-24,883748.0
2015-03-25,883801.0
2015-03-26,850034.0
2015-03-27,848526.0
2015-03-28,733536.0
2015-03-29,696035.0
2015-03-30,819284.0
2015-03-31,805870.0
2015-04-01,831838.0
2015-04-02,846224.0
2015-04-03,780223.0
2015-04-04,735967.0
2015-04-05,693125.0
2015-04-06,691992.0
2015-04-07,771641.0
2015-04-08,780407.0
2015-04-09,771482.0
2015-04-10,744262.0
2015-04-11,639203.0
2015-04-12,656674.0
2015-04-13,787890.0
2015-04-14,755357.0
2015-04-15,764576.0
2015-04-16,783911.0
2015-04-17,763995.0
2015-04-18,658619.0
2015-04-19,680280.0
2015-04-20,771310.0
2015-04-21,760100.0
2015-04-22,763159.0
2015-04-23,767646.0
2015-04-24,753984.0
2015-04-25,664481.0
2015-04-26,666981.0
2015-04-27,765709.0
2015-04-28,754327.0
2015-04-29,768556.0
2015-04-30,774299.0
2015-05-01,772745.0
2015-05-02,693243.0
2015-05-03,645295.0
2015-05-04,651505.0
2015-05-05,737822.0
2015-05-06,754785.0
2015-05-07,772758.0
2015-05-08,781832.0
2015-05-09,663775.0
2015-05-10,636814.0
2015-05-11,704774.0
2015-05-12,710183.0
2015-05-13,742114.0
2015-05-14,787157.0
2015-05-15,740852.0
2015-05-16,612685.0
2015-05-17,616250.0
2015-05-18,743565.0
2015-05-19,748569.0
2015-05-20,752114.0
2015-05-21,732715.0
2015-05-22,732761.0
2015-05-23,643303.0
2015-05-24,608814.0
2015-05-25,640767.0
2015-05-26,705652.0
2015-05-27,712199.0
2015-05-28,687155.0
2015-05-29,717551.0
2015-05-30,628039.0
2015-05-31,613638.0
2015-06-01,711053.0
2015-06-02,716740.0
2015-06-03,721381.0
2015-06-04,721576.0
2015-06-05,708371.0
2015-06-06,576276.0
2015-06-07,574517.0
2015-06-08,709737.0
2015-06-09,726455.0
2015-06-10,718267.0
2015-06-11,709060.0
2015-06-12,727033.0
2015-06-13,664362.0
2015-06-14,629569.0
2015-06-15,712236.0
2015-06-16,718030.0
2015-06-17,719264.0
2015-06-18,697801.0
2015-06-19,700466.0
2015-06-20,651354.0
2015-06-21,586201.0
2015-06-22,708219.0
2015-06-23,724186.0
2015-06-24,723369.0
2015-06-25,730764.0
2015-06-26,722541.0
2015-06-27,612102.0
2015-06-28,601516.0
2015-06-29,709594.0
2015-06-30,720063.0
2015-07-01,753458.0
2015-07-02,757167.0
2015-07-03,700144.0
2015-07-04,613093.0
2015-07-05,612044.0
2015-07-06,703128.0
2015-07-07,691570.0
2015-07-08,709598.0
2015-07-09,701388.0
2015-07-10,693090.0
2015-07-11,604493.0
2015-07-12,600005.0
2015-07-13,740352.0
2015-07-14,749664.0
2015-07-15,729448.0
2015-07-16,719563.0
2015-07-17,674792.0
2015-07-18,579176.0
2015-07-19,580934.0
2015-07-20,713582.0
2015-07-21,694535.0
2015-07-22,721307.0
2015-07-23,704524.0
2015-07-24,733040.0
2015-07-25,600030.0
2015-07-26,616424.0
2015-07-27,692802.0
2015-07-28,697432.0
2015-07-29,696336.0
2015-07-30,693244.0
2015-07-31,668759.0
2015-08-01,596218.0
2015-08-02,578319.0
2015-08-03,665969.0
2015-08-04,659341.0
2015-08-05,697847.0
2015-08-06,691064.0
2015-08-07,691205.0
2015-08-08,599720.0
2015-08-09,589272.0
2015-08-10,701611.0
2015-08-11,720915.0
2015-08-12,717380.0
2015-08-13,741027.0
2015-08-14,743155.0
2015-08-15,614370.0
2015-08-16,614678.0
2015-08-17,706820.0
2015-08-18,727625.0
2015-08-19,730596.0
2015-08-20,737097.0
2015-08-21,711146.0
2015-08-22,643162.0
2015-08-23,604699.0
2015-08-24,738540.0
2015-08-25,724146.0
2015-08-26,712362.0
2015-08-27,701654.0
2015-08-28,680457.0
2015-08-29,616631.0
2015-08-30,621916.0
2015-08-31,660854.0
2015-09-01,721906.0
2015-09-02,733410.0
2015-09-03,741041.0
2015-09-04,726618.0
2015-09-05,642052.0
2015-09-06,614335.0
2015-09-07,737031.0
2015-09-08,764324.0
2015-09-09,753871.0
2015-09-10,719903.0
2015-09-11,705010.0
2015-09-12,631799.0
2015-09-13,638718.0
2015-09-14,754092.0
2015-09-15,766373.0
2015-09-16,782037.0
2015-09-17,762540.0
2015-09-18,758240.0
2015-09-19,663432.0
2015-09-20,653186.0
2015-09-21,766005.0
2015-09-22,770609.0
2015-09-23,757164.0
2015-09-24,730749.0
2015-09-25,733998.0
2015-09-26,668699.0
2015-09-27,646559.0
2015-09-28,742142.0
2015-09-29,754128.0
2015-09-30,750128.0
2015-10-01,763463.0
2015-10-02,752295.0
2015-10-03,700375.0
2015-10-04,671222.0
2015-10-05,775926.0
2015-10-06,795980.0
2015-10-07,790007.0
2015-10-08,796879.0
2015-10-09,781963.0
2015-10-10,709928.0
2015-10-11,678912.0
2015-10-12,787569.0
2015-10-13,818366.0
2015-10-14,819250.0
2015-10-15,840268.0
2015-10-16,827022.0
2015-10-17,737263.0
2015-10-18,729658.0
2015-10-19,835055.0
2015-10-20,820817.0
2015-10-21,818764.0
2015-10-22,790019.0
2015-10-23,813816.0
2015-10-24,719401.0
2015-10-25,740315.0
2015-10-26,811090.0
2015-10-27,835268.0
2015-10-28,837028.0
2015-10-29,825920.0
2015-10-30,816587.0
2015-10-31,720540.0
2015-11-01,727478.0
2015-11-02,850210.0
2015-11-03,873943.0
2015-11-05,853519.0
2015-11-06,818613.0
2015-11-07,727921.0
2015-11-08,708387.0
2015-11-09,796127.0
2015-11-10,798993.0
2015-11-11,807574.0
2015-11-12,800803.0
2015-11-13,789816.0
2015-11-14,758916.0
2015-11-15,700907.0
2015-11-16,800423.0
2015-11-17,843098.0
2015-11-18,817771.0
2015-11-19,844711.0
2015-11-20,845671.0
2015-11-21,793697.0
2015-11-22,825735.0
2015-11-23,925174.0
2015-11-24,906301.0
2015-11-25,895553.0
2015-11-26,900225.0
2015-11-27,841764.0
2015-11-28,777750.0
2015-11-29,757836.0
2015-11-30,899225.0
2015-12-01,881058.0
2015-12-02,859603.0
2015-12-03,880791.0
2015-12-04,832872.0
2015-12-05,759765.0
2015-12-06,754810.0
2015-12-07,850252.0
2015-12-08,841189.0
2015-12-09,862553.0
2015-12-10,877019.0
2015-12-11,871479.0
2015-12-12,824952.0
2015-12-13,829111.0
2015-12-14,917409.0
2015-12-15,902964.0
2015-12-16,857884.0
2015-12-17,835776.0
2015-12-18,817708.0
2015-12-19,715395.0
2015-12-20,694858.0
2015-12-21,818177.0
2015-12-22,798712.0
2015-12-23,768091.0
2015-12-24,723526.0
2015-12-25,673416.0
2015-12-26,621596.0
2015-12-27,683584.0
2015-12-28,675555.0
2015-12-29,700572.0
2015-12-30,731102.0
2015-12-31,723588.0
2016-01-01,702215.0
2016-01-02,719339.0
2016-01-03,737957.0
2016-01-04,863700.0
2016-01-05,887984.0
2016-01-06,894732.0
2016-01-07,866046.0
2016-01-08,900726.0
2016-01-09,806118.0
2016-01-10,774786.0
2016-01-11,925370.0
2016-01-12,916223.0
2016-01-13,940601.0
2016-01-14,937067.0
